Num,Movements,Exercise Type,Target Muscle,Movement Pattern,Equipment,Skills Level,Desc
85,Machine Crunch,Strength,Abs,Twist,Machine,Intermediate,"Machine Crunch is a total body fitness program that combines resistance and cardio exercises with machines for fast and effective results It focuses on building strength, improving coordination, and increasing overall fitness levels It is designed to ensure that all of the most vital movements for good core and functional strength are incorporated into every workout"
86,Smith Machine V-Up,Strength,Abs,Twist,Machine,Intermediate,"Smith Machine V-Up is a challenging full-body fitness movement that strengthens the core and other major muscle groups It is performed on a Smith Machine, with the athlete lying face-up on a bench and lifting their feet to touch the barbell attached to the machine, which will travel in an upward direction The athlete then lowers themselves back to the starting POSITION in a controlled manner, focusing on form and balance throughout the motion and engaging the core and other muscle groups"
87,Elbow Plank,Strength,Abs,Hinge,Bodyweight,Intermediate,"Elbow Plank is a foundational core fitness exercise that works to build strength, stability, and balance in the spine and core muscles It requires the participant to hold a static position, balancing on their elbows with the feet and knees on the floor The exercise can be modified to make it more challenging as it strengthens the core and helps build endurance"
88,Bottoms Up,Strength,Abs,Hinge,Bodyweight,Intermediate,"Bottoms Up is a fitness movement focused on challenging the entire body through a combination of exercises such as lunges, squats, burpees, mountain climbers, push-ups, and planks It is designed to help burn calories, increase strength, and bring your muscles to the max The movements are quickly performed using your bodyweight, balance, and agility, making it an intense yet effective total body workout"
89,Spider Crawl,Strength,Abs,Pull,Bodyweight,Intermediate,"Spider Crawl is an innovative fitness movement using a combination of crawling and climbing movements to strengthen and tone upper and lower body muscles It is an effective cardio and strength workout that can be adapted to any level It makes use of bodyweight and the crawl technique to target different muscle groups with an emphasis on core strength, balance, coordination, agility, and core stability"
90,Cocoons,Strength,Abs,Twist,Bodyweight,Intermediate,"Cocoons is a fitness movement dedicated to helping individuals build mental resiliency and strengthen their core By combining mindful movement and breathing techniques with Pilates-inspired exercises, Cocoons creates a space where all individuals have the opportunity to let go of stress, center their thoughts, and create physical endurance"
91,Cross-Body Crunch,Strength,Abs,Twist,Bodyweight,Intermediate,"Cross-Body Crunch is a versatile strength and conditioning exercise that requires minimal equipment and can be performed anywhere It targets the core muscles, including the abdominals and obliques, as well as the upper body muscles, while improving balance and stability It is a great way to get a full body workout in a short amount of time, and it's a highly effective way to tone and strengthen your entire core region"
92,Elbow-To-Knee Crunch,Strength,Abs,Twist,Bodyweight,Intermediate,"The Elbow-To-Knee Crunch is an effective core exercise that strengthens the abs and obliques It involves lying on the floor and crossing the right elbow to the left knee, lifting your shoulder blades off the ground as you contract your abs You then switch to the other side and repeat the motion This exercise is a great way to build core strength, improve posture, and create a more toned appearance"
93,Decline Crunch,Strength,Abs,Twist,Bodyweight,Intermediate,"The Decline Crunch is an abdominal workout that strengthens the core muscles It involves lying down on a decline bench with hips raised above the shoulders and feet anchored by a bench, then crunching the torso up and lower it back down towards the ground This exercise targets the lower abdominals, helping to increase strength and tone"
94,Hanging Toes-To-Bar,Strength,Abs,Pull,Bodyweight,Intermediate,"Hanging Toes-To-Bar is a fun and challenging upper body workout which involves hanging from a bar with both arms fully extended, and bringing your toes up to touch the bar It's an effective way to strengthen your core and upper body muscles, as well as improve endurance and overall physical fitness"
95,Hanging Oblique Knee Raise,Strength,Abs,Twist,Bodyweight,Intermediate,"The Hanging Oblique Knee Raise is a bodyweight exercise that utilizes resistance training to focus on the obliques and upper abs It works on the core stabilizers such as the rectus abdominis, obliques, and transverse abdominis This exercise is done by hanging from a Pull-up bar or set of rings The exerciser should then lift the legs diagonally to the side, while keeping the shoulders tensed and core engaged This is an"
96,Gorilla Chin/Crunch,Strength,Abs,Push,Bodyweight,Beginner,"Gorilla Chin/Crunch is a full body compound exercise that targets your core, arms, chest, biceps, and shoulders It involves the use of a Pull-up bar and requires you to extend your arms outward, reach down to the chin-up bar, and crunch your Chin-up and down, while maintaining a straight and upright torso to keep your core engaged throughout the movement This dynamic exercise is ideal for strengthening and toning your midsection, arms, chest, and"
