Num,Movements,Exercise Type,Target Muscle,Movement Pattern,Equipment,Skills Level,Desc
81,Standing Dumbbell Knee Crunch-,Strength,Abs,Twist,Dumbbell,Intermediate,"Standing Dumbbell Knee Crunch is an effective exercise which targets the rectus abdominis muscle, or ""six-pack"", and the obliques It is performed while standing upright, holding a dumbbell in both hands The athlete then brings one knee up towards their chest, flexing and crunching the abdominal muscles, while the other leg remains straight This exercise is great for developing core strength and stability, adding variety to a fitness routine, and helps to build overall strength"
82,Metaburn Plank With Dumbbell Rotation,Strength,Abs,Rotation,Dumbbell,Intermediate,"Metaburn Plank With Dumbbell Rotation is a full-body workout that combines dynamic rotation motions with a traditional plank exercise This movement targets core and upper body strength and stability while also working the glutes, obliques, and scapular muscles It's a great way to increase muscle tone and endurance by keeping the body in a static position, while also challenging balance and coordination skills"
83,Fyr2 Dumbbell Crab Reach,Strength,Abs,Hinge,Dumbbell,Intermediate,"Fyr2 Dumbbell Crab Reach is a great fitness movement for your core and perfect for full-body workout as it involves multiple muscles at once while strengthening and toning your arms, chest, back and shoulders while stretching your hips and chest It requires you to hold two dumbbells in a suitcase carry position and reach to a crab-like position, alternating between left and right sides It is a great way to challenge yourself and boost your overall fitness level"
84,Fyr2 Dumbbell Man-Maker,Strength,Abs,Pull,Dumbbell,Intermediate,"The Fyr2 Dumbbell Man-Maker is a full body functional fitness movement that involves a series of exercises combined into one challenging and complex move This functional exercise involves squatting, pressing, and rowing with two dumbbells, followed by a burpee, and concluded with a hop over both weights The Man Maker works a broad range of muscles, increases core strength, and increases balance and coordination"
85,Fyr2 Dumbbell Sit-Up Reach,Strength,Abs,Twist,Dumbbell,Intermediate,Fyr2 Dumbbell Sit-Up Reach is a fitness movement that requires the use of a dumbbell to perform a combination of a sit-up and a reach This exercise works the entire core as the motion requires the lifting and extending of the arms while raising the torso up off the ground It works to strengthen the abdominal and oblique muscles and is often used in HIIT and weight training workouts
86,Fyr2 Loaded Beast Sprawl,Strength,Abs,Lunge,Dumbbell,Intermediate,"The Fyr2 Loaded Beast Sprawl is a full-body metabolic conditioning exercise, designed to improve strength, power, and speed The workout incorporates exercises such as power slams, burpees, jumps, and other bodyweight movements to help train your body to move more efficiently and quickly It is great for all levels of fitness and an ideal way to burn calories and get a great workout"
87,Fyr2 Loaded To Unloaded Beast,Strength,Abs,Hinge,Dumbbell,Intermediate,"The Fyr2 Loaded To Unloaded Beast fitness movement is a comprehensive program that combines strength, cardiovascular, and functional exercises to help increase endurance, power, strength, and mobility Through circuit-style training sessions, the program blasts fat and builds lean muscle, as well as improves stamina, flexibility, and agility It utilizes varying rep ranges and multiple sets to maximize every single workout, while allowing time for recovery"
88,Lying Leg Pullover,Strength,Abs,Rotation,Dumbbell,Intermediate,"The Lying Leg Pullover is a fitness movement that focuses on strength and flexibility in the upper body and core It works the muscles of the chest, shoulders, and back, while also engaging the abdominals, hip flexors, and strengthening the core It is a great way to add variety to a workout routine, while also serving as an effective functional movement"
89,Landmine Twist,Strength,Abs,Twist,Other,Intermediate,"Landmine Twist is a dynamic core exercise that involves the rotation of the upper body while holding a weighted barbell, or 'landmine', in place It helps to strengthen the core, obliques and supporting muscles, as well as improve core stability and coordination by challenging the body to resist rotation and maintain its balance while rotating It is one of the most popular fitness movements and can be adjusted for athletes of all levels"
90,Suspended Ab Fall-Out,Strength,Abs,Hinge,Other,Intermediate,"Suspended Ab Fall-Out is a bodyweight exercise that utilizes your own bodyweight to build strength and stability throughout the core muscles It is done by securing a suspension trainer to an anchor point either above your body or below your feet, while you stand with feet shoulder-width apart You then lean your torso away from the anchor point and perform alternating knee tucks while maintaining control throughout the movement This exercise, which can be adjusted to be easier or harder depending on your fitness"
91,Decline Reverse Crunch,Strength,Abs,Hinge,Other,Intermediate,"Decline Reverse Crunch is a core-strengthening abdominal exercise that emphasizes the lower abdominals This exercise is designed to target the lower abs by forcing them to contract against gravity and resistance through crunches done in a decline position This exercise is a great way to build functional core strength, while also challenging your body and improving your overall fitness"
92,Plate Twist,Strength,Abs,Twist,Other,Beginner,"Plate Twist is a fitness movement that involves twisting and stretching the torso while holding one weight plate aloft It aims to improve core strength, balance, and flexibility in a short timeframe, while also providing a cardio workout It's an effective and efficient way to improve overall body fitness"
93,Weighted Crunches,Strength,Abs,Rotation,Other,Intermediate, Weighted crunches are a unique fitness movement designed to build strength on the core muscles They utilize traditional abdominal crunches by adding either a weight plate or a dumbbell to the motion This provides an extra challenge to the standard crunch that helps build more strength and endurance in the abdominal area
